"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"weapons/130mm_ASuW_launcher_user_cannon";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/152mm_StuH_443_r_user_cannon";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/15mm_SAW_user_machinegun";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/180mm_destroyer_h_user_cannon";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/27mm_CoAW_user_cannon";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/30mm_SAW_user_cannon";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"aa_fcv_missile";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"combat_track_missile";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"mlrs_tank_rocket";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"180mm_mphe";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"152mm_pzgr";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"152mm_sprgr";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"140mm_KE";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"140mm_clgp";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"140mm_mphe";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"140mm_m_140of";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"27mm_ke";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"30mm_mphe";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"60mm_clgp";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/60mm_clgp/short";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"60mm_ke";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"60mm_mphe";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"40mm_mp_he";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/40mm_Q_AD_user_cannon";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/60mm_aa_user_cannon";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"25mm_ pgu_25_u";"Just for Blitz";"Just for Blitz";"Just for Blitz";"Just for Blitz";"Just for Blitz";"Just for Blitz";"Just for Blitz";"Just for Blitz";"Just for Blitz";"Just for Blitz";"Just for Blitz";"Just for Blitz";"Just for Blitz";"Just for Blitz";"Just for Blitz";"Just for Blitz";"Just for Blitz";"Just for Blitz";"Just for Blitz";"Just for Blitz";;
"weapons/152mm_football_user_cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";;
"weapons/152mm_football_user_cannon_jump";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";;
"weapons/152mm_football_user_cannon_orange";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";;
"weapons/152mm_football_user_cannon_orange_jump";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";"Football cannon";;
"weapons/152mm_football_user_cannon_without_effect";"Secret football cannon";"Secret football cannon";"Secret football cannon";"Secret football cannon";"Secret football cannon";"Secret football cannon";"Secret football cannon";"Secret football cannon";"Secret football cannon";"Secret football cannon";"Secret football cannon";"Secret football cannon";"Secret football cannon";"Secret football cannon";"Secret football cannon";"Secret football cannon";"Secret football cannon";"Secret football cannon";"Secret football cannon";"Secret football cannon";;
"football_kick";"Kick";"Kick";"Kick";"Kick";"Kick";"Kick";"Kick";"Kick";"Kick";"Kick";"Kick";"Kick";"Kick";"Kick";"Kick";"Kick";"Kick";"Kick";"Kick";"Kick";;
"football_kick/name";"Special Kick";"Special Kick";"Special Kick";"Special Kick";"Special Kick";"Special Kick";"Special Kick";"Special Kick";"Special Kick";"Special Kick";"Special Kick";"Special Kick";"Special Kick";"Special Kick";"Special Kick";"Special Kick";"Special Kick";"Special Kick";"Special Kick";"Special Kick";;
"football_kick/name/short";"SK";"SK";"SK";"SK";"SK";"SK";"SK";"SK";"SK";"SK";"SK";"SK";"SK";"SK";"SK";"SK";"SK";"SK";"SK";"SK";;
