"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"title/title_chat_moderator";"Chat Moderator";"Modérateur du tchat";"Moderatore della Chat";"Chatmoderator";"Moderador del Chat";"Модератор чата";"Chat Moderator";"Moderátor konverzace";"Sohbet Moderatörü";"聊​天​频​道​管​理​员";"チャットモデレーター";"Chat Moderator";"Модератор чату";"Urednik četa";"Társalgómoderátor";"대화방 관리자";"Мадэратар чата";"Moderator discuții";"聊​天​頻​道​管​理​員";"聊​天​频​道​管​理​员";"Quản trị viên chat";;
"title/title_community_manager";"Community Manager";"Community Manager";"Manager della Community";"Community Manager";"Mánager de la Comunidad";"Комьюнити-менеджер";"Community Manager";"Komunitní manažer";"Topluluk Yöneticisi";"社​区​管​理​员";"コミュニティマネージャー";"Community Manager";"Ком'юніті-менеджер";"Community Manager";"Közösségi menedzser";"커뮤니티 운영자";"Кам'юніці-менеджар";"Manager comunitate";"社​區​管​理​員";"社​区​管​理​员";"Người quản lý cộng đồng";;
"title/title_air_master_4x4";"Combat master 4x4";"Maître en 4v4";"Maestro del combattimento 4x4";"Kampfmeister 4x4";"Maestro del combate 4x4";"Мастер боя 4x4";"Mistrz walk 4 na 4";"Mistr boje 4 vs. 4";"Combat master 4x4";"作​战​大​师 4×4";"コンバットマスター 4x4";"Mestre de combate 4x4";"Майстер бою 4x4";"Borbeni majstor 4x4";"4v4 harcmester";"전투 에이스 4 x 4";"Майстар бою 4×4";"Luptă maeștrii 4x4";"作​戰​大​師 4×4";"作​战​大​师 4×4";"Bậc thầy chiến đấu 4x4";;
"title/title_alpha_tester";"Alpha Tester";"Alpha testeur";"Alpha Tester";"Alphatester";"Probador Alfa";"Альфа-тестер";"Alfa Tester";"Alfa tester";"Alfa Testçi";"内​测​人​员";"αテスター";"Alpha Tester";"Альфа-тестер";"Alfa tester";"Alfatesztelő";"알파 테스터";"Альфа-тэставальнік";"Tester alfa";"內​測​人​員";"内​测​人​员";"Người thử nghiệm alpha";;
"title/title_helper";"Forum Helper";"Forum Helper";"Forum Helper";"Forenhelfer";"Ayudante del Foro";"Форумный помощник";"Forum Helper";"Podpora fóra";"Forum Yardımcısı";"论​坛​帮​手";"フォーラムヘルパー";"Auxiliar do Fórum";"Помічник форуму";"Pomagač na Forumu";"Fórumsegítő";"포럼 도우미";"Форумны памочнік";"Asistent forum";"論​壇​幫​手";"论​坛​帮​手";"Người hỗ trợ diễn đàn";;
"title/title_alpha_test_veteran";"Alpha Test Veteran";"Vétéran de l'alpha Test";"Alpha Tester Veterano";"Alphatest-Veteran";"Veterano de la Prueba Alfa";"Ветеран альфа-теста";"Weteran Alfa-Testów";"Senior Alfa tester";"Kıdemli Alfa Testçi";"资​深​内​测​人​员";"アルファテストベテラン\t兵";"Veterano de Testes Alfa";"Ветеран альфа-тесту";"Alfa tester veteran";"Veterán alfatesztelő";"알파 테스트 베테랑";"Ветэран альфа-тэставання";"Tester alfa veteran";"資​深​內​測​人​員";"资​深​内​测​人​员";"Cựu thử nghiệm alpha";;
"title/title_hero_of_stalingrad";"Hero of Stalingrad";"Héros de Stalingrad";"Eroe di Stalingrado";"Held von Stalingrad";"Héroe de Stalingrado";"Герой Сталинграда";"Bohater Stalingradu";"Hrdina bitvy o Stalingrad";"Stalingrad Kahramanı";"斯​大​林​格​勒​英​雄";"スターリングラード\t攻防戦の\t英雄";"Herói de Estalinegrado";"Герой Сталінграда";"Heroj Staljingrada";"Sztálingrád hőse";"스탈린그라드 영웅";"Герой Сталінграда";"Eroul din Stalingrad";"史​達​林​格​勒​的​英​雄";"斯​大​林​格​勒​英​雄";"Người hùng của Stalingrad";;
"title/title_hero_of_dover";"Hero of Dover";"Héros de Douvres";"Eroe di Dover";"Held von Dover";"Héroe de Dover";"Герой Дувра";"Bohater Dover";"Hrdina bitvy o Dover";"Dover Kahramanı";"多​佛​英​雄";"ドーバー\t海峡の\t英雄";"Herói de Dover";"Герой Дувра";"Heroj Dovera";"Dover hőse";"도버 영웅";"Герой Дуўра";"Eroul din Dover";"多​佛​英​雄";"多​佛​英​雄";"Người hùng của Dover";;
"title/title_hero_of_midway";"Hero of Midway";"Héros de Midway";"Eroe delle Midway";"Held von Midway";"Héroe de Midway";"Герой Мидуэя";"Bohater Midway";"Hrdina bitvy o Midway";"Midway Kahramanı";"中​途​岛​英​雄";"ミッドウェー\t海戦の\t英雄";"Herói de Midway";"Герой Мідвея";"Heroj Midveja";"Midway hőse";"미드웨이 영웅";"Герой Мідуэя";"Eroul din Midway";"中​途​島​的​英​雄";"舰​载​机​英​雄";"Người hùng của Midway";;
"title/title_developer";"Developer";"Développeur";"Sviluppatore";"Entwickler";"Desarrollador";"Разработчик";"Developer";"Vývojář";"Developer";"开​发​人​员";"デベロッパー";"Desenvolvedor";"Розробник";"Programer";"Játékfejlesztő";"개발자";"Распрацоўшчык";"Dezvoltator";"開​發​人​員";"开​发​人​员";"Nhà phát triển";;
"title/title_promising_pilot";"Pilot";"Pilote";"Pilota Promettente";"Pilot";"Piloto";"Пилот";"Pilot";"Pilot";"Pilot";"空​战​老​手";"飛行士";"Piloto";"Пілот";"Pilot";"Pilóta";"조종사";"Пілот";"Pilot";"空​戰​老​手";"空​战​老​手";"Phi công";;
"title/title_experienced_pilot";"Fighter";"Chasseur";"Combattente";"Jäger";"Combatiente";"Истребитель";"Łowca";"Stíhač";"Avcı";"空​战​专​家";"空戦士";"Caça";"Винищувач";"Lovac";"Vadász";"전투 조종사";"Лётчык-знішчальнік";"Luptător";"空​戰​專​家";"空​战​专​家";"Máy bay chiến đấu";;
"title/title_flying_ace";"Ace";"As";"Asso";"Ass";"As";"Ас";"As";"Eso";"As";"空​战​王​牌";"撃墜王";"Ás";"Ас";"As";"Ász";"에이스";"Ас";"As";"空​戰​王​牌";"空​战​王​牌";"Kỳ cựu";;
"title/title_god_of_war";"God of War";"Dieu de la guerre";"Dio della Guerra";"Gott des Krieges";"Dios de la Guerra";"Бог войны";"Bóg Wojny";"Bůh války";"Savaş Tanrısı";"战​争​教​父";"軍神";"Deus da Guerra";"Бог війни";"Bog rata";"Háború istene";"전쟁신";"Бог вайны";"Zeul războiului";"戰​爭​教​父";"空​战​教​父";"Chiến Thần";;
"title/title_hornet";"Demolition Man";"Demolition Man";"Demolitore";"Abreißer";"Hombre Demolición";"Подрывник";"Człowiek Demolka";"Juggernaut";"Cezalandırıcı";"破​坏​者";"破壊者";"Demolidor";"Підривник";"Rušitelj";"Bombaszakértő";"폭격충";"Бамбавальнік";"Demolator";"破​壞​者";"破​坏​者";"Kẻ huỷ diệt";;
"title/title_demolition_man";"Destroyer";"Destroyer";"Distruttore";"Zerstörer";"Destructor";"Разрушитель";"Niszczyciel";"Ničitel";"Yok edici";"毁​灭​者";"破壊王";"Destruidor";"Руйнівник";"Razarač";"Pusztító";"파괴자";"Разбуральнік";"Distrugător";"毀​滅​者";"毁​灭​者";"Tàu khu trục";;
"title/title_annihiltator";"Thunderer";"Foudroyant";"Annientatore";"Donnergott";"Tronador";"Громовержец";"Gromowładny";"Hromovládce";"Şimşek Tanrısı";"唤​雷​者";"雷神";"Aniquilador";"Громовержець";"Gromovnik";"Mennydörgő";"천둥신";"Грамабой";"Formidabil";"喚​雷​者";"唤​雷​者";"Thiên lôi";;
"title/title_sea_raider";"Sea hunter";"Loup de mer";"Cacciatore del Mare";"Marinejäger";"Cazador del mar";"Морской охотник";"Morski rozbójnik";"Mořský lovec";"Deniz avcısı";"大​洋​猎​手";"海賊";"Caçador dos mares";"Морський мисливець";"Morski lovac";"Tengeri vadász";"바다 사냥꾼";"Марскі паляўнічы";"Vânător de mare";"海​狼";"海​狼";"Thợ săn biển";;
"title/title_kraken";"Sea dog";"Chien de mer";"Lupo di Mare";"Seehund";"Lobo de mar";"Морской волк";"Wilk morski";"Mořský vlk";"Deniz kurdu";"海​妖";"海狼";"Cão dos mares";"Морський вовк";"Morski vuk";"Tengeri kutya";"물개";"Марскі воўк";"Câine de mare";"海​妖";"海​妖";"Lính biển lâu năm";;
"title/title_chameleon";"Chameleon";"Caméléon";"Camaleonte";"Chamäleon";"Camaleón";"Хамелеон";"Kameleon";"Chameleon";"Bukalemun";"变​色​龙";"カメレオン";"Camaleão";"Хамелеон";"Kameleon";"Kaméleon";"카멜레온";"Хамелеон";"Cameleon";"變​色​龍";"变​色​龙";"Tắc kè";;
"title/title_virtual_ace";"Virtual Ace";"As virtuel";"Asso Virtuale";"Virtuelles Ass";"As Virtual";"Виртуальный ас";"Wirtualny As";"Virtuální eso";"Sanal As Pilot";"模​飞​王​牌";"バーチャルエース";"Ás Virtual";"Віртуальний ас";"Virtualni As";"Virtuális ász";"가상 에이스";"Віртуальны ас";"As virtual";"模​飛​王​牌";"模​飞​王​牌";"Kỳ cựu ảo";;
"title/title_aaa";"Anti-Aircraft";"Anti-aérien";"Anti-Aereo";"Fliegerschreck";"Antiaéreo";"Зенитчик";"Postrach Pilotów";"Velitel Flaku";"Uçaksavar";"专​业​防​空";"対空砲撃";"Antiaéreo";"Зенітник";"Protivavionski";"Légelhárító";"방공포병";"Зенітчык";"Antiaerian";"防​空";"专​业​防​空";"Phòng không";;
"title/title_tank";"Tankman";"Tankiste";"Carrista";"Panzerfahrer";"Tanquista";"Танкист";"Czołgista";"Tankista";"Tankçı";"坦​克​专​家";"戦車乗り";"Tankman";"Танкіст";"Tenkista";"Harckocsizó";"전차병";"Танкіст";"Tanchist";"坦​克​專​家";"坦​克​专​家";"Lính tăng";;
"title/title_tank_experienced";"Armored Officer";"Officier de Blindés";"Ufficiale di blindati";"Panzeroffizier";"Oficial Acorazado";"Офицер-танкист";"Pancerniak";"Tankový důstojník";"Tankçı Subay";"坦​克​大​师";"機甲隊士官";"Oficial blindado";"Офіцер-танкіст";"Oklopni Oficir";"Páncélos tiszt";"기갑 장교";"Афіцэр бранятанкавых войскаў";"Ofițer blindate";"坦​克​大​師";"坦​克​大​师";"Sĩ quan thiết giáp";;
"title/title_tank_destroyer";"Tank Destroyer";"Chasseur de chars";"Cacciacarri";"Panzerjäger";"Destructor de Tanques";"Истребитель танков";"Postrach Czołgistów";"Ničitel tanků";"Tank Muhribi";"坦​克​猎​手";"タンクデストロイヤー";"Destruidor de Tanques";"Винищувач танків";"Lovac Tenkova";"Harckocsipusztító";"전차 파괴자";"Вынішчальнік танкаў";"Distrugător de tancuri";"坦​克​獵​手";"坦​克​猎​手";"Pháo chống tăng";;
"title/title_tanks_pioneer";"Tank Pioneer";"Pionnier des Blindés";"Pioniere Carri Armati";"Panzerpionier";"Pionero de los Tanques";"Танковый пионер";"Pancerny Pionier";"Tankový průkopník";"Tank Öncüsü";"坦​克​先​锋";"タンクパイオニア";"Pioneiro dos Tanques";"Танковий піонер";"Tenk Pionir";"Úttörő harkocsizó";"전차 개척자";"Танкавы піянер";"Pionier tancuri";"坦​克​先​鋒";"坦​克​先​锋";"Người tiên phong xe tăng";;
"title_tanks_pioneer/desc";"<color=#CCA43B>Awarded for:</color> Obtaining both the Panzerkampfwagen M 4 - 748(a) and T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining both the Panzerkampfwagen M 4 - 748(a) and T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining both the Panzerkampfwagen M 4 - 748(a) and T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining both the Panzerkampfwagen M 4 - 748(a) and T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining both the Panzerkampfwagen M 4 - 748(a) and T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining both the Panzerkampfwagen M 4 - 748(a) and T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining both the Panzerkampfwagen M 4 - 748(a) and T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining both the Panzerkampfwagen M 4 - 748(a) and T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining both the Panzerkampfwagen M 4 - 748(a) and T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining both the Panzerkampfwagen M 4 - 748(a) and T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining both the Panzerkampfwagen M 4 - 748(a) and T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining both the Panzerkampfwagen M 4 - 748(a) and T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining both the Panzerkampfwagen M 4 - 748(a) and T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining both the Panzerkampfwagen M 4 - 748(a) and T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining both the Panzerkampfwagen M 4 - 748(a) and T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining both the Panzerkampfwagen M 4 - 748(a) and T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining both the Panzerkampfwagen M 4 - 748(a) and T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining both the Panzerkampfwagen M 4 - 748(a) and T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining both the Panzerkampfwagen M 4 - 748(a) and T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining both the Panzerkampfwagen M 4 - 748(a) and T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining both the Panzerkampfwagen M 4 - 748(a) and T-34 «Prototype №2» Ground Forces Closed Beta Test pack";;
"title/title_t34_test_engineer";"T-34 Test Engineer";"Ingénieur d’essai T-34";"Collaudatore T-34";"T-34 Prüfingenieur";"Ingeniero de Pruebas del T-34";"Испытатель Т-34";"Inżynier Testowy T-34";"Testovací inženýr T-34";"T-34 Test Mühendisi";"T-34 测​试​工​程​师";"T-34試験\tエンジニア";"Engenheiro de testes do T-34";"Випробувач Т-34";"T-34 Test Inžinjerac";"T-34 tesztmérnök";"T-34 테스트 엔지니어";"Выпрабавальнік Т-34";"Inginer de testare T-34";"T-34 測​試​工​程​師";"T-34 测​试​工​程​师";"Kỹ sư thử nghiệm T-34";;
"title_t34_test_engineer/desc";"<color=#CCA43B>Awarded for:</color> Obtaining the T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining the T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining the T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining the T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining the T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining the T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining the T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining the T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining the T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining the T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining the T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining the T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining the T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining the T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining the T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining the T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining the T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining the T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining the T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining the T-34 «Prototype №2» Ground Forces Closed Beta Test pack";"<color=#CCA43B>Awarded for:</color> Obtaining the T-34 «Prototype №2» Ground Forces Closed Beta Test pack";;
